source,target,tweetid,text,retweets,favourites,includesimage
melanie,melanienewport,1420575730,so much of our convo on open access dissertations centers on vulnerability. (required reading: @BreneBrown) #THATCamp #AHA2015,0,2,FALSE
Bob Kosovsky,kos2,1420575805,Jurassic dissertation:  fear that you lower the diss into pit of faculty review - and it returns entirely demolished #thatcamp #AHA2015,0,1,FALSE
Monica L. Mercado,monicalmercado,1420575888,"Heading down the block to talk tumblr in a few minutes, started a google doc for notes! https://docs.google.com/document/d/1CVfHj781jHTymgp6N5Af392BPY9WGW9H6ZeLgsJ9kOc/edit?usp=sharing™__éÙ #THATCamp #AHA2015",2,3,FALSE
Monica L. Mercado,monicalmercado,1420576016,"Just walked outside for the first time since 8am: oh hey, it sort of snowed! #AHA2015 #THATCamp #brr",0,1,FALSE
Rwany Sibaja,RwanySibaja,1420576351,@HealeyParera: Should_éìve kept up w/Twitter feed before #AHA2015. Consumed w/ preparing my talk & job interview that I forgot to get in touch,0,0,TRUE
Bob Kosovsky,kos2,1420576560,.@monicalmercado shows LGBT Tumblr - result of oral histories done by students   http://bit.ly/14jcf0O™_ #thatcamp #AHA2015,0,1,FALSE
Bob Kosovsky,kos2,1420576621,"General appearance of Tumblr: big pictures, little text #thatcamp #AHA2015",0,1,FALSE
Lisa Ruth Rand,orbital_decay,1420576647,OT: Anybody out there have a charger for a Fitbit Charge? Mine is out of juice. Still tech and history! #THATCamp #AHA2015,0,0,FALSE
Bob Kosovsky,kos2,1420576688,soliciting questions: how can Tumblr be used for undergraduate projects? what kinds of projects? learning objectives? #thatcamp #AHA2015,0,0,FALSE
Jesse Bayker,jbhistorian,1420576801,Queering Slavery: http://qswg.tumblr.com/™_ #AHA2015 #THATCamp,0,2,TRUE
Bob Kosovsky,kos2,1420576816,More questions: where's the interaction on Tumblr (beyond re-tumbling)? #thatcamp #AHA2015,0,0,FALSE
Bob Kosovsky,kos2,1420576858,"Tumblr as a communications device - what are the characteristics, conversations, etc.? #thatcamp #AHA2015",0,0,FALSE
Audra J. Wolfe,ColdWarScience,1420576937,And now! A #storify of #aha2015 #ahamt: Media Training for Historians. https://storify.com/ColdWarScience/media-training-for-historians™__éÙ,0,11,TRUE
L. K. Fitz,freifraufitz,1420576941,"Unfortunately had to leave pre-session, but my notes for Tumblr/Digital Scholarship are at at http://thatcampworkshop.tumblr.com™_ #AHA2015 #THATCamp",0,0,FALSE
Bob Kosovsky,kos2,1420576947,Tumblr is a place where particular (social) communities have gravitated #thatcamp #AHA2015,0,1,FALSE
Rob Townsend,rbthisted,1420576985,Interesting model of grad level collaborative learning in Stanford humanities course. A recurring topic at #aha2015.  http://stanford.io/1AqBkST™_,0,1,FALSE
Stephanie A Kingsley,KingsleySteph,1420577023,"#AHA2015 #THATCamp @MickiKaufman: If you can visualize it on a napkin, that_éìs the most important conceptual approach.",1,0,FALSE
Michelle Moravec,ProfessMoravec,1420577087,because of #aha2015 #thatcamp will now update tweeting as historical figure assignment to include final documentation of tweets in @Storify,0,7,FALSE
Bob Kosovsky,kos2,1420577108,idiosyncractic nature of Tumblr - which things go semi-viral and which fail to penetrate #thatcamp #AHA2015,0,2,FALSE
Michelle Moravec,ProfessMoravec,1420577144,#aha2015 #thatcamp students have storified for  E.C. in past https://storify.com/theCOOLestevr/harding-and-coolidge-emerge-victorious™__éÙ but will annotate with sources rather than paper 4 2 me,0,0,TRUE
Seth Denbo,seth_denbo,1420577196,#thatcamp #aha2015 @MickiKaufman Don_éìt worry about the tools. Focus on _é£vizualize._éó Do it on a pen & paper before using software.,5,3,FALSE
Bob Kosovsky,kos2,1420577200,.@monicalmercado talking about how too much text is not desirable on Tumblr - following the hashtags - means to follow #thatcamp #AHA2015,0,1,FALSE
Stephanie A Kingsley,KingsleySteph,1420577257,"#AHA2015 #THATCamp If working in a group, drawing out your ideas for visualization is also a great collaboration & communication tool.",0,1,FALSE
J.M. Wasko,jmwasko,1420577270,@nan_kim @monicalmercado Why thank you! Thank you for the amazing tips n tricks! #AHA2015 #THATCamp,0,0,TRUE
Serenity Sutherland,serenitys37,1420577275,#THATCamp #AHA2015 demonstrates how Tumblr can be used as both DH theory and practice. I think a great example is: http://qswg.tumblr.com/™_,0,0,TRUE
Pip Hetherington,philippahether,1420577333,Post #aha2015 recovery pose #twitterstorians @joshspecht @GlendaSluga @Tom_Hooker @athenogenes pic.twitter.com/EiyMWDd1vx,0,0,TRUE
Jessica Dauterive,dauterive_jess,1420577348,visualize on a napkin when developing a digital project; don't get lost in the technology @MickiKaufman #THATCamp #AHA2015,2,1,FALSE
Stephanie A Kingsley,KingsleySteph,1420577398,#AHA2015 #THATCamp @MickiKaufman showing http://blog.quantifyingkissinger.com™_,1,0,FALSE
Bob Kosovsky,kos2,1420577696,Comparison of Tumblr vs. Wordpress vs. Blogger http://bit.ly/1Anvhks™_ #thatcamp #aha2015,0,1,TRUE
Bob Kosovsky,kos2,1420577834,Interesting that it appears to be somewhat challenging to create a consistently engaging Tumblr #thatcamp #aha2015,0,0,FALSE
AHA Career Center,HistoryJobs,1420577920,A big thank you to mentors & attendees at #aha2015 Career Fair. Hope it opened up new career paths - let's do it again in Atlanta #aha2016!,0,0,FALSE
Roxanne Shirazi,RoxanneShirazi,1420577924,"Here's the link to Viewshare, a nice easy-to-use tool for playing with different visualizations http://viewshare.org/™_ #thatcamp #aha2015",1,6,FALSE
Lisa Ruth Rand,orbital_decay,1420577964,.@MickiKaufman has created an astonishing data visualization project on Kissinger_éìs DNSA comms. http://blog.quantifyingkissinger.com™_ #THATCamp #AHA2015,1,4,FALSE
Anelise H Shrout,AneliseHShrout,1420578020,Information on the information visualization mooc - http://ivmooc.cns.iu.edu/™_ - from the session on visualization at #thatcamp #aha2015,3,2,FALSE
HNN,myHNN,1420578024,Why in the 1930s Did the U.S. Move Left and in the 1970s Move Right? (Video) http://bit.ly/1xO9Jdo™_ #twitterstorians #AHA2015,0,2,FALSE
Bob Kosovsky,kos2,1420578064,Tumblr can be a tool for student engagement - use to share content with each other and for class assignment #thatcamp #AHA2015,2,2,FALSE
Mark Healey,HealeyParera,1420578158,Storify of rich & challenging session and debate on #Ferguson at #AHA2015 https://storify.com/seth_denbo/understanding-ferguson-race-power-protest-and-the™__éÙ,0,1,TRUE
Bob Kosovsky,kos2,1420578159,"Reality of Tumblr & #oa : you may spend weeks digging up image, but once on Tumblr it's available to the world #thatcamp #AHA2015",2,1,FALSE
Caleb McDaniel,wcaleb,1420578371,"Thanks @sharon_howard for archiving all #aha2015 tweets in searchable database, including >1000 from  #FergusonAHA http://thebroadside.org/tw-archives/index.php?archive=AHA2015&tags=%23fergusonaha&q=&user=&userid=&datefrom=&dateto=&twtorder=desc&submit=Search™__éÙ",0,5,TRUE
Bob Kosovsky,kos2,1420578382,"whoa - searching ""scholarly communication"" on tumblr results in lotsa hits! #thatcamp #AHA2015",0,0,FALSE
Prison Public Memory,PrisonMemory,1420578460,"@MaeveKane on the importance of using many #visualization tools and techniques to do #DH, not just specializing in one _éå #THATCamp #AHA2015",1,2,FALSE
Stephanie A Kingsley,KingsleySteph,1420578505,#AHA2015 #THATCamp @MickiKaufman: There needs to be room for scholarly contributions on methodology_éånot just research outcomes.,4,0,FALSE
Bob Kosovsky,kos2,1420578584,Tumblr literacy:  what kind of training would be needed allowing students to determine the quality of a Tumblr site? #thatcamp #AHA2015,0,0,FALSE
Stephanie A Kingsley,KingsleySteph,1420578593,#AHA2015 #THATCamp Great conversation in #visualization session on the importance of process. Failures contribute to research too.,0,2,FALSE
Lisa Ruth Rand,orbital_decay,1420578660,I really love this conversation about the multiple productive worlds contained within Failure. #THATCamp #AHA2015,2,3,FALSE
Bob Kosovsky,kos2,1420578674,"Reblogging on Tumblr as ""the conversation"" #thatcamp #AHA2015",0,0,FALSE
Jesse Bayker,jbhistorian,1420578774,Using Discus for Tumblr comments: https://disqus.com/admin/tumblr/™_ #AHA2015 #THATCamp,1,1,FALSE
Bob Kosovsky,kos2,1420578803,Nothing that graphic choices strongly affect a Tumblr (ironic that visualization discussion is in another room) #thatcamp #AHA2015,0,1,FALSE
Seth Denbo,seth_denbo,1420578907,#thatcamp #aha2015 On topic models check out Mining the Dispatch. Excellent use of topic models by a historian http://bit.ly/1tMS1J2™_,2,3,FALSE
J.M. Wasko,jmwasko,1420579010,"Seems like the jury is still out on how to utilize tumblr for history. Little agreement on text amount, design, aesthetic #AHA2015 #THATCamp",1,2,FALSE
Brandon Morgan,CNMBrandon,1420579036,@lizcovart I'm desperately trying to catch up on work for my intercession class due to my time at #AHA2015. Hope to write tomorrow,0,0,TRUE
Bob Kosovsky,kos2,1420579066,Issue of sustaining community on Tumblr  - how to keep it up? Just publish the same kind of content all the time? #thatcamp #AHA2015,0,0,FALSE
Maeve Kane,MaeveKane,1420579193,#thatcamp #AHA2015 disc of note taking methods best practices connects to this mornings disc of need for intro to dh early in grad career,0,2,FALSE
Shane Landrum,cliotropic,1420579257,Fascinating art on the wall at @TheNewSchool. #THATCamp #AHA2015 pic.twitter.com/TdRMMUdeto,0,0,TRUE
Robert A. Karl,RAKarl,1420579681,Had a great time at #AHA2015. Met @HealeyParera @JasonPMcGraw; caught up w/ @thomascfield @abbey_st @PatrickIber @desperatelyred,0,6,FALSE
Bob Kosovsky,kos2,1420579744,unexpectedly good and fruitful session on  Tumblr!  I gotta do more!  #thatcamp #AHA2015,0,1,FALSE
Bob Kosovsky,kos2,1420579769,Now waiting for the final wrap-up/debriefing session of #thatcamp #AHA2015,0,0,FALSE
Monica L. Mercado,monicalmercado,1420579953,#THATCamp #AHA2015: help us and leave an evaluation of #thatcamp #aha2015 http://www.surveymonkey.com/s/thatcampeval™_ - and thanks for coming!,0,0,FALSE
Shane Landrum,cliotropic,1420580146,#THATCamp #aha2015 attendees who are looking for social support/accountability on that big scholarly project: check out team #writingpact.,1,3,FALSE
Lisa Ruth Rand,orbital_decay,1420580153,From now on I will advise all new grad students to attend #THATCamp as soon in their grad careers as possible. I wish I had. #AHA2015,5,4,FALSE
Monica L. Mercado,monicalmercado,1420580424,"And if you had to leave early, we'd love your evaluation too: http://aha2015.thatcamp.org/2015/01/06/thatcamp-aha-evaluations/™__éÙ #THATCamp #AHA2015",0,0,FALSE
Monica L. Mercado,monicalmercado,1420580545,"#AHA2015 #THATCamp -ers, would love to see you again @GreenfieldHWE for Women's History in the Digital World in May: http://greenfield.blogs.brynmawr.edu/2014/11/07/call-for-papers-womens-history-in-the-digital-world-2015/™__éÙ",2,3,FALSE
Kathleen Hulser,maplesugarkat,1420581175,thanks to smart campers for good ideas and convivial day #thatcamp #aha2015,0,2,FALSE
Clio,thecliodotcom,1420581222,Thank you to everyone who organized #AHA2015 #thatcamp and looking forward to seeing everyone at THATCamp OAH and/or THATCamp NCPH,0,3,FALSE
Audra J. Wolfe,ColdWarScience,1420581668,Nope. MT @blunalucero: Is dissertation just a rough draft of the bk? Is this the best way to think of work as authors & consumers? #AHA2015,0,3,TRUE
Monica L. Mercado,monicalmercado,1420582152,Inspired to organize! #THATCamp #AHA2015 MT @jmwasko: @nan_kim Rough notes! https://docs.google.com/document/d/10IVSTxM18q8ofdihNRjzoCas2TEfAj5vlGAoG7nsC5Q/edit?usp=docslist_api™__éÙ,0,0,TRUE
Michelle Visco Lewis,ViscoLewis,1420583409,Thoroughly enjoyed #Aha2015.  Looking forward to #aha2016.  This is how I roll JFK->Bur #R2d2 pic.twitter.com/1drQRrooN1,0,0,TRUE
HNN,myHNN,1420583416,Can You Have a #Liberalism without Labor? (Video) http://bit.ly/1DtUA2C™_ #AHA2015 #labor,0,0,FALSE
Daily Brew - Tech,DailyBrewTech,1420584036,"Why I Placed A Digital Embargo On My Dissertation, And... #openaccess #aha2015 http://www.dailybrew.com/b/4421785™_ pic.twitter.com/m9zGqllw2S",0,1,TRUE
Audra J. Wolfe,ColdWarScience,1420584192,"Update to the book review session Storify (#aha2015 #s175), now with tweets from @lucia_mcmahon: https://storify.com/ColdWarScience/the-future-of-the-book-review™__éÙ",0,5,TRUE
Brian Sarnacki,briansarnacki,1420584261,Last day for the #aha2015 cost survey https://docs.google.com/forms/d/1m3Kwjjq9sbn6cKnK4evEXFACv1WGG2zdfesWiuP0tDc/viewform™__éÙ,0,1,TRUE
Claire Potter,TenuredRadical,1420584969,Thanks to @VanGosse for clarifying genealogy of #HAW resolutions introduced @ #AHA2015: post revised to reflect that http://bit.ly/1xv5yo7™_,1,0,FALSE
Kara Swanson,KaraWSwanson,1420585047,@ColdWarScience thanks for all the #aha2015 tweets and storifying!  Much appreciated.  #twitterstorianextraordinaire,0,0,TRUE
Monica L. Mercado,monicalmercado,1420585542,One last #THATCamp #aha2015 tweet from the train: @freifraufitz has great session notes for thinking about tumblr: http://thatcampworkshop.tumblr.com™_,0,2,TRUE
James Graham Wilson,jamesgramwilson,1420585594,@crampell perhaps @vctorianswagger or @louishyman? #AHA2015,0,0,TRUE
Micki Kaufman,MickiKaufman,1420585779,".@MaeveKane @ATErickson @AneliseHShrout THIS. Lots, esp when (diff) copies of historical documents r dist ex post facto #thatcamp #aha2015",0,0,TRUE
Patrick Iber,PatrickIber,1420586159,"Home after a number of interviews at #AHA2015; if all that happens to me is that I don't get a job, I'll still have a better 2015 than 2014",0,1,FALSE
Micki Kaufman,MickiKaufman,1420586406,".@HealeyParera @JoshColeEd _é£nuanced mayhem_éó to become the new go-to phrase for, well, everything we study #aha2015",0,1,TRUE
Monica L. Mercado,monicalmercado,1420587960,MT @hthompsn: check out storify of our discussion of Ferguson and policing at the recent AHA meeting in NYC https://storify.com/seth_denbo/understanding-ferguson-race-power-protest-and-the™__éÙ #aha2015,0,1,TRUE
Ashley Sanders,throughthe_veil,1420588075,@orbital_decay Upcoming dissertation #writing boot camp: Jan 17-18. More coming Feb-May. Sign up http://www.taaonline.net/dissertators-united-chapter-writing-boot-camp-january™__éÙ #THATCamp #aha2015,0,0,TRUE
susan garfinkel,footnotesrising,1420588302,now w/ hashtags: @parezcoydigo has some useful methodological posts on note taking in his blog. http://parezcoydigo.wordpress.com/™_ #thatcamp #AHA2015,0,0,TRUE
HNN,myHNN,1420588811,What Happened to Second Wave Feminism? (Video)http://bit.ly/1wjvoqS™_  #AHA2015 #twitterstorians #feminism #womenshistory,0,0,FALSE
Monica L. Mercado,monicalmercado,1420589723,The only things I didn't get to during #AHA2015? Getting up to @MuseumofCityNY's Activist NY and @metmuseum's Death Becomes Her. But soon!,0,2,FALSE
Ryan Horne,RyanMHorne,1420589907,2 days between #aha2015 and #aiascs. Time to do laundry and completely redo my dissertation's data model before heading out.,0,1,FALSE
Andrew J Walsh,walshand,1420590616,RT @throughthe_veil: Productivity tips for scholars: _é£Getting More Done in Less Time._éó http://www.insidehighered.com/blogs/gradhacker/getting-more-done-less-time™__éÙ #thatcamp #aha2015,1,1,FALSE
Daniel Franke,danfranke79,1420591128,"Not sure this was all about, but I wasn't going to dare ask him. On my way to #AHA2015 on Sunday... pic.twitter.com/hi7nnkikW6",0,0,TRUE
Neil S. Oatsvall,DctrNO,1420592012,My trip up to NYC was a total whirlwind_éåwhat good did I miss at #AHA2015?,0,0,FALSE
GM Merlin,merlinc2,1420592309,Hear @karpmj attempt to make bicep kiss a thing at history conferences failed at #AHA2015.  Foner threw him WTF look smh,0,2,FALSE
HNN,myHNN,1420592411,Why in the 1930s Did the U.S. Move Left and in the 1970s Move Right? (Video) http://bit.ly/1xO9Jdo™_ #twitterstorians #AHA2015 #Liberalism,6,2,FALSE
Polly Thistlethwaite,MissReadings,1420592838,"MT @archivesnext: the ""archives"" issue surfaced at #AHA2015 http://journalofdigitalhumanities.org/3-2/a-distinction-worth-exploring-archives-and-digital-historical-representations/™__éÙ",0,1,FALSE
Jesse Bayker,jbhistorian,1420592994,@wcaleb Thanks for the great twitter workshop today at #THATCamp #aha2015,0,1,FALSE
Caitlin Verboon,verboonieyalie,1420594120,"Caught an #AHA2015 cold, inadvertently joining the #drynuary trend.",0,0,FALSE
Joseph M. Adelman,jmadelman,1420594565,Being a Public Intellectual: Historians and the Public @TenuredRadical posts her talk from #aha2015: http://chronicle.com/blognetwork/tenuredradical/2015/01/being-a-public-intellectual-historians-and-the-public/™__éÙ,2,3,FALSE
